Brand,Model,Body,Color,Year,Fuel,Kilometers,Engine,Transmission,Price,Gov,price_category
Chevrolet,Optra,Sedan,Silver,2018,Benzine,0 to 9999,1600 CC,Automatic,132.2,Qalyubia,1
Chevrolet,Aveo,Sedan,Silver,2008,Benzine,160000 to 179999,1400 - 1500 CC,Manual,95.0,Cairo,0
Hyundai,Verna,Sedan,Silver,2012,Benzine,100000 to 119999,1600 CC,Manual,110.0,Qena,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2009,Benzine,20000 to 29999,1600 CC,Automatic,124.2,Dakahlia,1
Chevrolet,Optra,Sedan,Silver,2013,Benzine,0 to 9999,1600 CC,Manual,132.2,Alexandria,1
Fiat,Shahin,Sedan,Burgundy,2002,Benzine,10000 to 19999,1400 - 1500 CC,Manual,51.8,Alexandria,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2019,Benzine,180000 to 199999,1400 - 1500 CC,Manual,142.0,Cairo,1
Chevrolet,Lanos,Sedan,Burgundy,2016,Benzine,140000 to 159999,1400 - 1500 CC,Manual,113.8,Gharbia,1
Fiat,131,Sedan,Green,1979,Benzine,70000 to 79999,1600 CC,Manual,32.0,Giza,0
Fiat,Tipo,Sedan,Other Color,2021,Benzine,30000 to 39999,1600 CC,Manual,322.0,Alexandria,3
Fiat,131,Sedan,Other Color,1979,Benzine,More than 200000,1600 CC,Manual,33.4,Giza,0
Chevrolet,Cruze,Sedan,Black,2017,Benzine,100000 to 119999,1600 CC,Automatic,207.0,Alexandria,2
Chevrolet,Optra,Sedan,Gray,2015,Benzine,140000 to 159999,1600 CC,Automatic,184.0,Alexandria,1
Hyundai,Verna,Sedan,Burgundy,2010,Benzine,180000 to 199999,1600 CC,Manual,132.2,Cairo,1
Fiat,Shahin,Sedan,Gold,1996,Benzine,0 to 9999,1400 - 1500 CC,Manual,34.0,Cairo,0
Chevrolet,Lanos,Sedan,Burgundy,2013,Benzine,120000 to 139999,1600 CC,Manual,100.0,Alexandria,1
Hyundai,Elantra,Sedan,Black,2012,Benzine,140000 to 159999,1600 CC,Automatic,240.0,Monufia,2
Fiat,131,Sedan,Gold,1982,Benzine,0 to 9999,1600 CC,Manual,37.0,Asyut,0
Hyundai,Verna,Sedan,Burgundy,2013,Benzine,More than 200000,1600 CC,Manual,105.8,Dakahlia,1
Hyundai,Verna,Sedan,Other Color,2015,Benzine,100000 to 119999,1600 CC,Manual,140.0,Qena,1
Fiat,131,Sedan,Green,1979,Benzine,140000 to 159999,1600 CC,Manual,29.9,Cairo,0
Hyundai,Verna,Sedan,Silver,2015,Benzine,140000 to 159999,1600 CC,Manual,138.0,Cairo,1
Fiat,131,Sedan,Yellow,1977,Benzine,180000 to 199999,1600 CC,Manual,28.0,Giza,0
Fiat,Shahin,Sedan,White,2009,Benzine,50000 to 59999,1400 - 1500 CC,Manual,46.0,Monufia,0
Chevrolet,Optra,Sedan,Blue- Navy Blue,2018,Benzine,100000 to 119999,1600 CC,Automatic,185.0,Sharqia,1
Chevrolet,Lanos,Sedan,Gray,2013,Benzine,80000 to 89999,1400 - 1500 CC,Manual,125.0,Gharbia,1
Chevrolet,Lanos,Sedan,Other Color,2017,Natural Gas,180000 to 199999,1400 - 1500 CC,Manual,138.0,Cairo,1
Hyundai,Accent,Sedan,Blue- Navy Blue,1995,Benzine,0 to 9999,1000 - 1300 CC,Manual,45.0,Port Said,0
Fiat,131,Sedan,White,1976,Benzine,10000 to 19999,1600 CC,Manual,32.0,Alexandria,0
Hyundai,Accent,Sedan,Silver,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,69.0,Dakahlia,0
Fiat,Shahin,Sedan,Burgundy,1996,Benzine,30000 to 39999,1400 - 1500 CC,Manual,35.0,Cairo,0
Hyundai,Accent,Sedan,White,2014,Benzine,More than 200000,1600 CC,Automatic,184.0,Giza,1
Fiat,128,Sedan,Blue- Navy Blue,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,34.5,Asyut,0
Chevrolet,Optra,Sedan,Black,2011,Benzine,More than 200000,1600 CC,Automatic,138.0,Giza,1
Hyundai,Tucson,SUV,Silver,2019,Benzine,70000 to 79999,1600 CC,Automatic,161.4,Gharbia,1
Hyundai,Accent,Sedan,Red,2011,Benzine,20000 to 29999,1600 CC,Manual,149.5,South Sinai,1
Hyundai,Accent,Sedan,Gray,1997,Benzine,140000 to 159999,1400 - 1500 CC,Manual,45.0,Red Sea,0
Hyundai,Elantra,Sedan,Black,2008,Benzine,10000 to 19999,1600 CC,Automatic,174.8,Dakahlia,1
Fiat,128,Sedan,Yellow,1980,Benzine,60000 to 69999,1000 - 1300 CC,Manual,20.0,Ismailia,0
Chevrolet,Lanos,Sedan,Gray,2015,Benzine,80000 to 89999,1400 - 1500 CC,Manual,140.0,Alexandria,1
Chevrolet,Optra,Sedan,Silver,2019,Benzine,30000 to 39999,1400 - 1500 CC,Automatic,200.0,Cairo,2
Chevrolet,Cruze,Sedan,Gray,2010,Benzine,140000 to 159999,1600 CC,Automatic,135.0,Giza,1
Hyundai,Elantra,Sedan,Silver,2016,Benzine,120000 to 139999,1600 CC,Automatic,260.0,Qalyubia,2
Hyundai,Elantra,Sedan,Black,2009,Benzine,More than 200000,1600 CC,Automatic,166.8,Cairo,1
Fiat,128,Sedan,White,1984,Benzine,180000 to 199999,1000 - 1300 CC,Manual,18.0,Sharqia,0
Hyundai,Elantra,Sedan,Silver,2019,Benzine,50000 to 59999,1600 CC,Automatic,275.0,Qalyubia,2
Chevrolet,Aveo,Sedan,Black,2017,Benzine,70000 to 79999,1400 - 1500 CC,Automatic,181.7,Cairo,1
Chevrolet,Aveo,Sedan,Burgundy,2011,Benzine,10000 to 19999,1400 - 1500 CC,Manual,126.5,Kafr al-Sheikh,1
Hyundai,Elantra,Sedan,Burgundy,2008,Benzine,140000 to 159999,1600 CC,Automatic,195.0,Beni Suef,1
Chevrolet,Lanos,Sedan,Black,2016,Benzine,80000 to 89999,1400 - 1500 CC,Manual,132.2,Alexandria,1
Fiat,128,Sedan,Green,1979,Benzine,180000 to 199999,1000 - 1300 CC,Manual,15.0,Ismailia,0
Fiat,Shahin,Sedan,Red,1991,Benzine,10000 to 19999,1400 - 1500 CC,Manual,41.0,Giza,0
Fiat,Tipo,Sedan,Gray,2021,Benzine,20000 to 29999,1600 CC,Automatic,414.0,Dakahlia,4
Hyundai,Accent,Sedan,White,2009,Natural Gas,20000 to 29999,1000 - 1300 CC,Manual,63.2,Giza,0
Chevrolet,Lanos,Sedan,Black,2013,Benzine,160000 to 179999,1400 - 1500 CC,Manual,109.2,Port Said,1
Chevrolet,Lanos,Sedan,Black,2013,Benzine,120000 to 139999,1400 - 1500 CC,Manual,98.0,Cairo,0
Chevrolet,Lanos,Sedan,Gray,2010,Benzine,More than 200000,1400 - 1500 CC,Manual,110.0,Giza,1
Hyundai,Accent,Sedan,White,1996,Benzine,180000 to 199999,1000 - 1300 CC,Manual,55.0,Qalyubia,0
Fiat,Tipo,Sedan,Other Color,2021,Benzine,20000 to 29999,1600 CC,Manual,265.0,Cairo,2
Fiat,128,Sedan,Red,1977,Benzine,More than 200000,1000 - 1300 CC,Manual,18.0,Dakahlia,0
Chevrolet,Cruze,Sedan,Red,2010,Benzine,180000 to 199999,1600 CC,Automatic,145.0,Alexandria,1
Fiat,128,Sedan,Blue- Navy Blue,1977,Benzine,180000 to 199999,1000 - 1300 CC,Manual,12.0,Cairo,0
Hyundai,Excel,Sedan,Red,1998,Benzine,90000 to 99999,1400 - 1500 CC,Manual,63.2,Giza,0
Fiat,128,Sedan,Blue- Navy Blue,1986,Benzine,80000 to 89999,1000 - 1300 CC,Manual,23.0,Cairo,0
Fiat,128,Sedan,Black,1977,Benzine,180000 to 199999,1000 - 1300 CC,Manual,23.0,Cairo,0
Fiat,Uno,Hatchback,Gray,1993,Benzine,140000 to 159999,1000 - 1300 CC,Manual,43.0,Giza,0
Hyundai,I10,Hatchback,Black,2010,Benzine,140000 to 159999,1000 - 1300 CC,Manual,110.0,Beheira,1
Fiat,Tipo,Sedan,Burgundy,2020,Benzine,70000 to 79999,1600 CC,Automatic,431.2,Sharqia,4
Fiat,131,Sedan,Burgundy,1983,Benzine,0 to 9999,1600 CC,Manual,21.9,Cairo,0
Hyundai,Verna,Sedan,White,2015,Benzine,More than 200000,1600 CC,Manual,86.2,Cairo,0
Fiat,Shahin,Sedan,White,2002,Benzine,120000 to 139999,1400 - 1500 CC,Manual,40.2,Cairo,0
Fiat,131,Sedan,Red,1976,Benzine,More than 200000,1600 CC,Manual,26.0,Giza,0
Fiat,Tipo,Sedan,Gold,2020,Benzine,60000 to 69999,1600 CC,Automatic,368.0,Damietta,3
Fiat,Shahin,Sedan,Burgundy,2003,Benzine,80000 to 89999,1400 - 1500 CC,Manual,49.5,Cairo,0
Fiat,128,Sedan,White,1990,Benzine,180000 to 199999,1000 - 1300 CC,Manual,28.0,Gharbia,0
Fiat,Punto,Hatchback,Other Color,2004,Benzine,More than 200000,1000 - 1300 CC,Manual,82.8,Giza,0
Fiat,Shahin,Sedan,White,1999,Benzine,100000 to 119999,1400 - 1500 CC,Manual,40.2,Qalyubia,0
Chevrolet,Aveo,Sedan,Red,2017,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,195.5,Alexandria,1
Chevrolet,Cruze,Sedan,Gray,2010,Benzine,120000 to 139999,1600 CC,Automatic,143.0,Cairo,1
Fiat,128,Sedan,Other Color,1990,Benzine,70000 to 79999,1000 - 1300 CC,Manual,42.5,Qalyubia,0
Fiat,Shahin,Sedan,Green,2009,Benzine,70000 to 79999,1400 - 1500 CC,Manual,66.7,Cairo,0
Fiat,Tipo,Sedan,Green,2021,Benzine,20000 to 29999,1600 CC,Automatic,345.0,Cairo,3
Fiat,128,Sedan,White,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,29.9,Dakahlia,0
Chevrolet,Aveo,Sedan,Black,2011,Benzine,160000 to 179999,1400 - 1500 CC,Automatic,125.0,Cairo,1
Fiat,128,Sedan,White,1978,Benzine,90000 to 99999,1000 - 1300 CC,Manual,13.8,Cairo,0
Hyundai,Accent,Sedan,Other Color,2021,Benzine,20000 to 29999,1600 CC,Automatic,299.0,Red Sea,2
Fiat,Punto,Hatchback,Beige,2003,Benzine,160000 to 179999,1000 - 1300 CC,Manual,80.5,Qalyubia,0
Chevrolet,Cruze,Sedan,Blue- Navy Blue,2013,Benzine,160000 to 179999,1600 CC,Automatic,147.2,Cairo,1
Hyundai,Verna,Sedan,Blue- Navy Blue,2008,Benzine,120000 to 139999,1600 CC,Automatic,120.0,Giza,1
Fiat,Tipo,Sedan,Gray,2018,Benzine,30000 to 39999,1600 CC,Automatic,362.2,Damietta,3
Chevrolet,Lanos,Sedan,Burgundy,2016,Benzine,20000 to 29999,1400 - 1500 CC,Manual,125.0,Sharqia,1
Hyundai,Tucson,SUV,Black,2019,Benzine,70000 to 79999,1600 CC,Automatic,185.6,Cairo,1
Hyundai,Elantra,Sedan,Gray,2022,Benzine,0 to 9999,1600 CC,Automatic,185.6,Giza,1
Hyundai,Accent,Sedan,Silver,2013,Benzine,120000 to 139999,1600 CC,Manual,172.5,Alexandria,1
Hyundai,Elantra,Sedan,Gold,2019,Benzine,40000 to 49999,1400 - 1500 CC,Automatic,265.0,Giza,2
Hyundai,Accent,Sedan,Silver,2006,Benzine,180000 to 199999,1400 - 1500 CC,Manual,53.0,Suez,0
Fiat,128,Sedan,Blue- Navy Blue,1990,Benzine,80000 to 89999,1000 - 1300 CC,Manual,25.0,Alexandria,0
Chevrolet,Optra,Sedan,Black,2008,Benzine,90000 to 99999,1600 CC,Automatic,130.0,Qalyubia,1
Hyundai,Matrix,Hatchback,Silver,2010,Benzine,10000 to 19999,1600 CC,Manual,149.5,Alexandria,1
Fiat,131,Sedan,Orange,1976,Benzine,More than 200000,1600 CC,Manual,32.0,Minya,0
Fiat,131,Sedan,Red,1985,Benzine,100000 to 119999,1600 CC,Manual,27.0,Cairo,0
Hyundai,Verna,Sedan,White,2012,Natural Gas,40000 to 49999,1600 CC,Manual,92.0,Giza,0
Fiat,128,Sedan,White,1993,Benzine,180000 to 199999,1000 - 1300 CC,Manual,34.5,Giza,0
Fiat,128,Sedan,White,1988,Benzine,90000 to 99999,1000 - 1300 CC,Manual,27.0,Cairo,0
Fiat,131,Sedan,Blue- Navy Blue,1981,Benzine,More than 200000,1600 CC,Manual,36.8,Cairo,0
Chevrolet,Lanos,Sedan,Other Color,2016,Benzine,120000 to 139999,1400 - 1500 CC,Manual,120.0,Alexandria,1
Hyundai,Verna,Sedan,Gray,2016,Benzine,100000 to 119999,1600 CC,Manual,130.0,Fayoum,1
Fiat,Tipo,Sedan,Red,2020,Benzine,60000 to 69999,1600 CC,Automatic,360.0,Beni Suef,3
Chevrolet,Aveo,Sedan,Red,2017,Benzine,80000 to 89999,1400 - 1500 CC,Automatic,184.0,Cairo,1
Hyundai,Elantra,Sedan,Black,2022,Benzine,0 to 9999,1600 CC,Automatic,161.4,Alexandria,1
Hyundai,Accent,Sedan,Silver,2007,Benzine,20000 to 29999,1600 CC,Manual,125.0,Alexandria,1
Hyundai,Verna,Sedan,White,2013,Benzine,10000 to 19999,1400 - 1500 CC,Manual,103.5,Giza,1
Hyundai,Verna,Sedan,Gray,2013,Natural Gas,140000 to 159999,1600 CC,Manual,140.0,Cairo,1
Hyundai,Accent,Sedan,Silver,2018,Benzine,120000 to 139999,1600 CC,Automatic,224.2,Cairo,2
Hyundai,Avante,Sedan,Gray,2011,Benzine,80000 to 89999,1600 CC,Automatic,200.0,Qalyubia,2
Chevrolet,Cruze,Sedan,Red,2013,Benzine,100000 to 119999,1600 CC,Automatic,149.5,Giza,1
Hyundai,Verna,Sedan,Silver,2007,Benzine,140000 to 159999,1400 - 1500 CC,Manual,115.0,Cairo,1
Fiat,Shahin,Sedan,Blue- Navy Blue,1992,Benzine,70000 to 79999,1400 - 1500 CC,Manual,40.0,Cairo,0
Hyundai,Accent,Sedan,Black,2008,Benzine,More than 200000,1600 CC,Automatic,144.5,Cairo,1
Hyundai,Accent,Sedan,Gold,2006,Benzine,More than 200000,1400 - 1500 CC,Manual,68.0,Suez,0
Hyundai,Accent,Sedan,Silver,2002,Benzine,More than 200000,1400 - 1500 CC,Manual,80.5,Cairo,0
Hyundai,Elantra,Sedan,Blue- Navy Blue,2009,Benzine,10000 to 19999,1600 CC,Automatic,170.2,Fayoum,1
Fiat,128,Sedan,Red,1981,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Gharbia,0
Fiat,Uno,Hatchback,Green,1993,Benzine,20000 to 29999,1000 - 1300 CC,Manual,42.0,Alexandria,0
Fiat,128,Sedan,Red,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,18.0,Ismailia,0
Chevrolet,Cruze,Sedan,Black,2010,Benzine,10000 to 19999,1600 CC,Automatic,140.0,Gharbia,1
Fiat,128,Sedan,White,1983,Benzine,180000 to 199999,1000 - 1300 CC,Manual,19.6,Giza,0
Chevrolet,Lanos,Sedan,Burgundy,2014,Benzine,10000 to 19999,1400 - 1500 CC,Manual,117.0,Kafr al-Sheikh,1
Hyundai,Elantra,Sedan,Silver,2019,Benzine,40000 to 49999,1600 CC,Automatic,310.0,Alexandria,3
Hyundai,Verna,Sedan,Burgundy,2017,Benzine,80000 to 89999,1600 CC,Manual,167.9,Cairo,1
Fiat,128,Sedan,Orange,1982,Benzine,90000 to 99999,1000 - 1300 CC,Manual,23.0,Cairo,0
Hyundai,Accent,Sedan,Blue- Navy Blue,2001,Benzine,20000 to 29999,1000 - 1300 CC,Manual,65.0,Giza,0
Fiat,128,Sedan,White,1991,Benzine,More than 200000,1000 - 1300 CC,Manual,32.0,Red Sea,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2017,Benzine,30000 to 39999,1400 - 1500 CC,Manual,157.6,Giza,1
Fiat,131,Sedan,Gold,1984,Benzine,More than 200000,1600 CC,Manual,41.4,Qalyubia,0
Fiat,Punto,Hatchback,Silver,2003,Benzine,100000 to 119999,1000 - 1300 CC,Manual,80.5,Minya,0
Chevrolet,Lanos,Sedan,Gray,2014,Benzine,10000 to 19999,1400 - 1500 CC,Manual,120.8,Cairo,1
Chevrolet,Lanos,Sedan,Burgundy,2014,Benzine,80000 to 89999,1400 - 1500 CC,Manual,100.0,Fayoum,1
Hyundai,Elantra,Sedan,Gray,2019,Benzine,50000 to 59999,1600 CC,Automatic,340.0,Cairo,3
Hyundai,Verna,Sedan,White,2014,Natural Gas,20000 to 29999,1600 CC,Manual,97.8,Giza,0
Hyundai,Verna,Sedan,Burgundy,2014,Benzine,More than 200000,1600 CC,Manual,143.8,Cairo,1
Chevrolet,Lanos,Sedan,Black,2013,Benzine,More than 200000,1600 CC,Manual,97.8,Giza,0
Fiat,Tipo,Sedan,White,2018,Benzine,60000 to 69999,1600 CC,Automatic,264.5,Alexandria,2
Hyundai,Verna,Sedan,Burgundy,2009,Benzine,140000 to 159999,1600 CC,Manual,95.0,Sohag,0
Hyundai,Verna,Sedan,Gray,2015,Benzine,160000 to 179999,1600 CC,Manual,117.0,Cairo,1
Fiat,Shahin,Sedan,Burgundy,2005,Benzine,More than 200000,1400 - 1500 CC,Manual,54.0,Sharqia,0
Fiat,131,Sedan,White,1981,Benzine,10000 to 19999,1600 CC,Manual,33.0,Fayoum,0
Hyundai,Verna,Sedan,White,2014,Benzine,10000 to 19999,1600 CC,Manual,120.0,Suez,1
Chevrolet,Lanos,Sedan,White,2009,Benzine,10000 to 19999,1600 CC,Manual,55.0,Cairo,0
Fiat,Shahin,Sedan,White,1998,Benzine,40000 to 49999,1400 - 1500 CC,Manual,50.0,Cairo,0
Hyundai,Verna,Sedan,Black,2013,Benzine,10000 to 19999,1600 CC,Manual,115.0,Sharqia,1
Fiat,Shahin,Sedan,Red,2000,Benzine,10000 to 19999,1400 - 1500 CC,Manual,23.0,Cairo,0
Chevrolet,Optra,Sedan,Burgundy,2013,Benzine,120000 to 139999,1600 CC,Automatic,178.2,Kafr al-Sheikh,1
Fiat,128,Sedan,Blue- Navy Blue,1984,Benzine,More than 200000,1000 - 1300 CC,Manual,23.0,Cairo,0
Hyundai,Elantra,Sedan,Silver,2015,Benzine,160000 to 179999,1600 CC,Automatic,161.0,Alexandria,1
Fiat,Shahin,Sedan,Black,1998,Benzine,More than 200000,1400 - 1500 CC,Manual,32.0,Sharqia,0
Hyundai,Verna,Sedan,Black,2010,Benzine,180000 to 199999,1600 CC,Manual,97.8,Beni Suef,0
Hyundai,Verna,Sedan,Gray,2016,Benzine,10000 to 19999,1600 CC,Manual,149.5,Monufia,1
Hyundai,Matrix,Hatchback,Black,2009,Benzine,120000 to 139999,1600 CC,Automatic,172.5,Giza,1
Fiat,128,Sedan,Other Color,1983,Benzine,80000 to 89999,1000 - 1300 CC,Manual,28.8,Giza,0
Fiat,128,Sedan,Red,1991,Benzine,80000 to 89999,1000 - 1300 CC,Manual,28.8,Alexandria,0
Chevrolet,Optra,Sedan,Black,2006,Benzine,120000 to 139999,1600 CC,Automatic,125.0,Alexandria,1
Chevrolet,Optra,Sedan,Silver,2012,Benzine,160000 to 179999,1600 CC,Manual,152.9,Beni Suef,1
Fiat,Uno,Hatchback,White,2003,Benzine,More than 200000,1000 - 1300 CC,Manual,57.5,Giza,0
Hyundai,Accent,Sedan,Gold,2003,Benzine,10000 to 19999,1000 - 1300 CC,Manual,82.8,Damietta,0
Hyundai,Avante,Sedan,Silver,2012,Benzine,10000 to 19999,1600 CC,Automatic,170.0,Giza,1
Chevrolet,Cruze,Sedan,Blue- Navy Blue,2016,Benzine,120000 to 139999,1600 CC,Automatic,230.0,Giza,2
Fiat,Uno,Hatchback,Blue- Navy Blue,1996,Benzine,10000 to 19999,1000 - 1300 CC,Manual,57.5,Damietta,0
Hyundai,Verna,Sedan,Blue- Navy Blue,2007,Benzine,More than 200000,1400 - 1500 CC,Manual,90.0,Qalyubia,0
Fiat,131,Sedan,Blue- Navy Blue,1986,Benzine,0 to 9999,1600 CC,Manual,32.2,Qalyubia,0
Chevrolet,Aveo,Sedan,Silver,2012,Benzine,10000 to 19999,1400 - 1500 CC,Manual,126.5,Cairo,1
Fiat,128,Sedan,White,1987,Benzine,50000 to 59999,1000 - 1300 CC,Manual,34.5,Cairo,0
Fiat,128,Sedan,Burgundy,1983,Benzine,More than 200000,1000 - 1300 CC,Manual,30.0,Cairo,0
Fiat,128,Sedan,Red,1977,Benzine,90000 to 99999,1000 - 1300 CC,Manual,20.7,Giza,0
Fiat,Shahin,Sedan,Silver,2009,Benzine,More than 200000,1400 - 1500 CC,Manual,57.5,Cairo,0
Fiat,131,Sedan,Yellow,1982,Benzine,0 to 9999,1600 CC,Manual,17.0,Giza,0
Chevrolet,Optra,Sedan,Burgundy,2017,Benzine,140000 to 159999,1600 CC,Automatic,146.0,Cairo,1
Chevrolet,Aveo,Sedan,Red,2015,Natural Gas,90000 to 99999,1400 - 1500 CC,Automatic,165.6,Cairo,1
Fiat,Shahin,Sedan,Blue- Navy Blue,2008,Benzine,10000 to 19999,1400 - 1500 CC,Manual,48.0,Monufia,0
Fiat,128,Sedan,Yellow,1976,Benzine,More than 200000,1000 - 1300 CC,Manual,17.0,Dakahlia,0
Hyundai,Verna,Sedan,Black,2008,Benzine,140000 to 159999,1600 CC,Manual,93.0,Cairo,0
Hyundai,Accent,Sedan,Yellow,1999,Benzine,10000 to 19999,1000 - 1300 CC,Manual,80.0,Port Said,0
Hyundai,Verna,Sedan,Black,2011,Benzine,20000 to 29999,1600 CC,Manual,115.0,Cairo,1
Fiat,128,Sedan,Blue- Navy Blue,1972,Benzine,More than 200000,1000 - 1300 CC,Manual,20.0,Cairo,0
Fiat,131,Sedan,Silver,1982,Benzine,50000 to 59999,1600 CC,Manual,21.0,Qalyubia,0
Fiat,128,Sedan,Red,1989,Benzine,More than 200000,1000 - 1300 CC,Manual,25.3,Cairo,0
Chevrolet,Aveo,Sedan,Black,2005,Benzine,120000 to 139999,1400 - 1500 CC,Manual,80.0,Gharbia,0
Hyundai,Tucson,SUV,White,2022,Benzine,0 to 9999,1600 CC,Automatic,185.6,Beheira,1
Hyundai,Avante,Sedan,White,1996,Benzine,180000 to 199999,1400 - 1500 CC,Automatic,60.0,Port Said,0
Hyundai,Accent,Sedan,Gold,2013,Benzine,140000 to 159999,1600 CC,Automatic,66.7,Giza,0
Hyundai,Avante,Sedan,White,2014,Benzine,0 to 9999,1600 CC,Automatic,215.0,Gharbia,2
Chevrolet,Lanos,Sedan,White,2014,Natural Gas,160000 to 179999,1600 CC,Manual,115.0,Cairo,1
Fiat,Punto,Hatchback,Other Color,2004,Benzine,160000 to 179999,1000 - 1300 CC,Manual,79.0,Cairo,0
Hyundai,Matrix,Hatchback,Black,2010,Benzine,90000 to 99999,1600 CC,Automatic,218.0,Damietta,2
Fiat,Uno,Hatchback,Green,1994,Benzine,90000 to 99999,1000 - 1300 CC,Manual,46.0,Sharqia,0
Chevrolet,Optra,Sedan,Black,2012,Benzine,More than 200000,1600 CC,Manual,126.5,Red Sea,1
Hyundai,Verna,Sedan,White,2015,Benzine,More than 200000,1600 CC,Manual,112.7,Cairo,1
Hyundai,Elantra,Sedan,Black,2009,Benzine,10000 to 19999,1600 CC,Automatic,166.8,Alexandria,1
Hyundai,Verna,Sedan,Silver,2008,Benzine,180000 to 199999,1600 CC,Automatic,132.2,Cairo,1
Fiat,Punto,Hatchback,Blue- Navy Blue,2003,Benzine,100000 to 119999,1000 - 1300 CC,Manual,75.0,Damietta,0
Hyundai,Elantra,Sedan,Gold,2018,Benzine,More than 200000,1600 CC,Automatic,267.9,Cairo,2
Hyundai,Elantra,Sedan,Black,2011,Benzine,10000 to 19999,1600 CC,Automatic,143.8,Cairo,1
Chevrolet,Lanos,Sedan,Gray,2014,Benzine,140000 to 159999,1400 - 1500 CC,Manual,110.0,Ismailia,1
Hyundai,Matrix,Hatchback,Black,2007,Benzine,40000 to 49999,1600 CC,Manual,160.0,Alexandria,1
Fiat,131,Sedan,Blue- Navy Blue,1978,Benzine,50000 to 59999,1600 CC,Manual,24.0,Monufia,0
Chevrolet,Optra,Sedan,Black,2016,Benzine,140000 to 159999,1400 - 1500 CC,Automatic,170.0,Cairo,1
Fiat,128,Sedan,White,1986,Benzine,50000 to 59999,1000 - 1300 CC,Manual,28.8,Cairo,0
Fiat,131,Sedan,Blue- Navy Blue,1980,Benzine,50000 to 59999,1600 CC,Manual,25.0,Giza,0
Hyundai,Verna,Sedan,Gray,2017,Benzine,40000 to 49999,1600 CC,Manual,218.5,Cairo,2
Fiat,Shahin,Sedan,White,1998,Benzine,10000 to 19999,1400 - 1500 CC,Manual,47.0,Giza,0
Chevrolet,Optra,Sedan,Red,2016,Benzine,50000 to 59999,1600 CC,Automatic,160.0,Alexandria,1
Fiat,128,Sedan,White,1985,Benzine,80000 to 89999,1000 - 1300 CC,Manual,18.0,Qalyubia,0
Hyundai,Verna,Sedan,Other Color,2014,Benzine,140000 to 159999,1600 CC,Automatic,109.2,Giza,1
Chevrolet,Lanos,Sedan,Silver,2012,Benzine,More than 200000,1400 - 1500 CC,Manual,97.8,Cairo,0
Chevrolet,Lanos,Sedan,Blue- Navy Blue,2015,Benzine,140000 to 159999,1400 - 1500 CC,Manual,109.2,Cairo,1
Hyundai,Accent,Sedan,Blue- Navy Blue,2012,Benzine,100000 to 119999,1600 CC,Manual,149.5,Alexandria,1
Hyundai,Elantra,Sedan,Gold,2011,Benzine,More than 200000,1600 CC,Manual,166.8,Qalyubia,1
Hyundai,Verna,Sedan,White,2015,Benzine,180000 to 199999,1600 CC,Manual,117.0,Cairo,1
Chevrolet,Lanos,Sedan,White,2011,Benzine,0 to 9999,1600 CC,Manual,115.0,Giza,1
Hyundai,Verna,Sedan,Gray,2016,Benzine,0 to 9999,1600 CC,Manual,166.8,Cairo,1
Hyundai,Tucson,SUV,White,2018,Benzine,0 to 9999,1600 CC,Automatic,161.4,Sharqia,1
Hyundai,Verna,Sedan,Black,2010,Benzine,140000 to 159999,1600 CC,Manual,95.0,Alexandria,0
Hyundai,Accent,Sedan,Silver,2014,Benzine,100000 to 119999,1600 CC,Manual,161.0,Giza,1
Fiat,Uno,Hatchback,White,1997,Benzine,30000 to 39999,1000 - 1300 CC,Manual,35.0,Qalyubia,0
Hyundai,Verna,Sedan,Burgundy,2010,Benzine,80000 to 89999,1400 - 1500 CC,Manual,109.2,Beheira,1
Chevrolet,Optra,Sedan,Blue- Navy Blue,2018,Benzine,10000 to 19999,1400 - 1500 CC,Automatic,170.0,Cairo,1
Hyundai,Verna,Sedan,Silver,2015,Benzine,More than 200000,1600 CC,Manual,130.0,Cairo,1
Hyundai,Verna,Sedan,Silver,2018,Benzine,100000 to 119999,1600 CC,Manual,166.8,Damietta,1
Hyundai,Elantra,Sedan,Gray,2015,Benzine,180000 to 199999,1600 CC,Automatic,247.2,Gharbia,2
Hyundai,Verna,Sedan,Black,2013,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,141.4,Giza,1
Hyundai,Elantra,Sedan,Gray,2017,Benzine,100000 to 119999,1600 CC,Automatic,264.5,Cairo,2
Chevrolet,Aveo,Sedan,Gray,2017,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,153.0,Fayoum,1
Fiat,128,Sedan,Red,1981,Benzine,100000 to 119999,1000 - 1300 CC,Manual,26.4,Cairo,0
Hyundai,Accent,Sedan,Blue- Navy Blue,2006,Benzine,120000 to 139999,1000 - 1300 CC,Manual,78.0,Giza,0
Chevrolet,Aveo,Sedan,Silver,2014,Benzine,120000 to 139999,1400 - 1500 CC,Automatic,130.0,Sharqia,1
